"Country","HDI","Category","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","Occupation","Years","Months","Community","Status","NumSon","NumDaught","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","Q1Self","Q2Others","DPMean","AIPMean","GPMean","SWLSMean"
"Canada",0.92,"VeryHigh",25,"Female","No Kids","ltuni","student",10000,"Clutter clearer,  video editor, caterer",1,0,"Large-City","Single",0,0,2,1,1,1,1,1,1,5,1,2,3,2,4,3,4,2,2,2,2,1,3,2,4,2,3,4,3,2,3,1,5,4,2,4,5,4,3,2,3,3,4,3,4,4,4,"yes","no",1.2,2.333,3.1,3.8
"Canada",0.92,"VeryHigh",32,"Female","No Kids","deg","full-time",45000,"Business Owner",2,0,"Medium-Sized","Married",0,0,3,3,2,2,2,2,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,3,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,"yes","no",2.4,4.6,4.7,3.8
"Canada",0.92,"VeryHigh",28,"Female","No Kids","deg","part-time",45000,"writer",6,0,"Large-City","Married",0,0,2,3,2,2,2,1,2,3,3,3,3,2,3,2,2,3,3,3,2,3,4,1,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,4,3,3,3,4,3,3,3,"yes","no",2.2,2.533,2.55,3.2
"Canada",0.92,"VeryHigh",28,"Male","No Kids","ma","full-time",25000,"writer",0,1,"Large-City","Single",0,0,4,4,4,1,1,1,2,5,3,1,1,1,2,1,1,3,2,2,2,1,1,4,4,4,4,2,1,4,4,2,3,3,2,3,2,4,3,3,3,2,4,4,4,4,4,"no","no",2.8,1.867,2.9,4
"Canada",0.92,"VeryHigh",25,"Male","No Kids","deg","full-time",45000,NA,1,0,"Small Town","Single",0,0,4,4,4,3,3,1,1,4,3,4,1,3,4,3,2,4,4,2,2,2,4,2,2,4,3,2,4,4,4,2,2,4,1,3,3,3,4,4,4,3,1,2,1,2,2,"yes","yes",3.6,2.667,3.1,1.6
"Canada",0.92,"VeryHigh",28,"Female","No Kids","ma","full-time",35000,"Biologist",0,2,"Rural/Country","Married",0,0,3,3,4,3,3,1,2,2,3,3,4,3,4,3,4,2,3,5,3,4,4,4,3,4,5,3,3,4,4,4,5,3,1,4,4,5,2,4,4,4,4,4,4,4,5,"yes","no",3.2,3.067,3.7,4.2
"Canada",0.92,"VeryHigh",45,"Male","No Kids","deg","full-time",55000,"Software Developer",10,0,"Village","Single",0,0,3,3,3,3,3,1,1,2,2,2,3,2,2,1,3,4,2,3,2,3,3,2,3,3,3,2,3,3,3,2,4,3,2,4,2,4,3,3,4,3,3,3,2,2,3,"yes","no",3,2.2,2.95,2.6
"Canada",0.92,"VeryHigh",32,"Male","No Kids","ma","full-time",45000,"manager",0,6,"Large-City","Married",0,0,3,5,2,5,3,4,4,4,3,5,2,3,4,2,3,4,4,4,5,5,2,2,4,4,5,4,3,4,5,3,4,5,4,4,4,5,5,4,2,4,2,2,2,2,2,"no","yes",3.6,3.733,3.85,2
"Canada",0.92,"VeryHigh",22,"Male","No Kids","ltuni","student",NA,NA,0,0,"Medium-Sized","Married",0,0,3,4,4,4,3,2,3,5,5,4,4,4,5,3,4,4,4,3,2,4,4,2,3,5,3,4,5,4,5,4,4,4,3,4,5,4,4,5,5,5,4,4,4,4,2,"yes","yes",3.6,3.733,4.1,3.6
"Canada",0.92,"VeryHigh",38,"Male","No Kids","ltuni","full-time",35000,"Artist/ designer/builder",8,0,"Medium-Sized","Single",0,0,3,4,4,3,3,4,2,5,4,4,3,4,4,4,5,5,3,4,1,5,5,4,5,5,4,5,4,5,5,5,4,4,4,4,5,5,5,3,5,3,3,2,2,1,2,"yes","yes",3.4,3.8,4.45,2
"Canada",0.92,"VeryHigh",55,"Male","Yes Kids","deg","full-time",87500,"Director,social Dvelopment",3,7,"Large-City","Married",1,1,2,3,3,2,2,4,2,3,3,3,2,4,3,2,3,4,2,3,2,3,3,2,3,4,4,2,3,3,3,1,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,"yes","yes",2.4,2.867,3.05,4
"Canada",0.92,"VeryHigh",25,"Female","No Kids","ma","student",10000,NA,5,0,"Village","Single",0,0,2,2,2,2,2,1,1,1,1,1,3,3,4,1,4,2,1,2,1,2,3,1,1,1,3,3,4,3,5,1,1,5,1,2,3,1,1,4,4,4,2,2,3,4,2,"yes","yes",2,1.867,2.55,2.6
"Canada",0.92,"VeryHigh",38,"Male","Yes Kids","deg","full-time",87500,NA,2,0,"Small Town","Married",1,2,5,4,4,3,3,2,3,3,4,3,2,3,4,3,4,4,4,5,2,2,5,1,4,4,3,2,5,4,4,4,4,5,3,3,4,4,3,4,4,5,2,3,2,3,2,"yes","yes",3.8,3.2,3.75,2.4
"Canada",0.92,"VeryHigh",68,"Male","Yes Kids","ma","full-time",87500,"college professor",23,0,"Small Town","Married",0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,2,1,1,2,1,3,2,2,1,1,3,1,1,2,2,1,2,1,1,3,4,3,4,3,"no","no",1.2,1.267,1.65,3.4
"Canada",0.92,"VeryHigh",45,"Male","No Kids","dip","full-time",150000,"Senior Systems Analyst",0,9,"Large-City","Married",0,0,5,5,3,3,3,2,2,2,5,4,1,3,4,4,5,4,4,1,3,4,5,2,1,5,1,3,4,4,4,5,4,5,1,2,4,3,3,5,4,2,2,5,3,3,2,"yes","yes",3.8,3.2,3.35,3
"Canada",0.92,"VeryHigh",38,"Male","Yes Kids","ma","full-time",150000,"Technical Writer",10,0,"Large Town","Married",0,1,2,2,1,1,1,1,4,2,4,1,4,2,2,1,2,2,5,2,4,2,2,1,4,5,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,4,5,4,4,2,"no","yes",1.4,2.533,2.35,3.8
"Canada",0.92,"VeryHigh",45,"Male","No Kids","deg","full-time",150000,NA,2,0,"Village","Single",0,0,2,5,3,4,4,1,1,5,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,5,1,1,1,4,3,1,1,1,5,1,2,2,1,2,1,1,3,3,3,2,1,"yes","yes",3.6,1.533,1.85,2.4
"Canada",0.92,"VeryHigh",32,"Female","No Kids","ma","full-time",45000,NA,3,0,"Large Town","Single",0,0,4,4,4,4,4,2,4,4,5,4,4,4,4,4,5,2,4,2,5,3,4,4,3,5,5,2,4,4,4,4,4,4,2,3,4,5,5,4,4,5,2,2,2,3,2,"yes","yes",4,3.733,3.95,2.2
"Canada",0.92,"VeryHigh",38,"Female","No Kids","deg","full-time",87500,NA,7,0,"Medium-Sized","Divorced",0,0,4,1,2,2,2,2,1,2,1,2,3,3,4,2,4,4,1,2,1,5,5,1,1,1,4,3,4,2,5,3,3,4,3,3,4,4,4,3,5,4,4,3,4,2,2,"yes","no",2.2,2.467,3.3,3
"Canada",0.92,"VeryHigh",28,"Female","No Kids","deg","full-time",45000,NA,2,2,"Large-City","Single",0,0,4,4,2,3,2,2,2,2,3,2,3,2,4,2,3,3,3,4,3,4,4,2,1,3,5,2,3,4,4,2,4,4,2,2,4,3,3,5,4,4,3,3,2,3,1,"yes","no",3,2.8,3.25,2.4
"Canada",0.92,"VeryHigh",32,"Female","No Kids","ma","unemployed",NA,NA,0,0,"Large-City","Single",0,0,3,3,5,2,2,3,2,5,3,2,3,4,4,1,2,4,2,5,2,4,4,1,4,5,5,2,5,5,5,2,4,5,5,5,4,2,4,4,4,5,3,5,4,4,3,"yes","yes",3,3.067,4,3.8
"Canada",0.92,"VeryHigh",55,"Male","Yes Kids","deg","full-time",55000," innkeeper",17,0,"Rural/Country","Separated",1,1,4,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,4,3,3,3,3,3,"yes","yes",3.2,2.6,3.05,3
"Canada",0.92,"VeryHigh",45,"Female","No Kids","ma","part-time",35000,"Freelance Project Manager",2,0,"Large-City","Single",0,0,3,3,3,2,2,1,1,4,3,2,1,1,4,1,3,1,1,1,1,2,3,1,1,1,1,2,3,3,3,1,1,2,1,3,3,2,1,3,2,2,1,3,3,3,2,"yes","no",2.6,1.8,1.95,2.4
"Canada",0.92,"VeryHigh",24,"Female","No Kids","deg","unemployed",25000,NA,0,0,"Large-City","Single",0,0,5,5,4,5,5,3,3,3,4,5,5,5,4,3,4,2,4,2,4,5,5,3,3,2,5,3,5,3,5,3,4,3,3,4,4,5,5,4,5,4,2,3,2,2,2,"yes","yes",4.8,3.733,3.9,2.2
"Canada",0.92,"VeryHigh",55,"Male","Yes Kids","deg","full-time",150000,"Deputy Chieif Information Officer",1,10,"Large-City","Married",1,1,2,2,3,1,1,1,1,1,2,3,2,1,2,2,1,4,1,2,1,3,3,1,2,3,1,2,3,2,3,1,4,3,2,2,3,5,2,4,3,3,4,4,4,4,3,"no","no",1.8,1.8,2.6,3.8
"Canada",0.92,"VeryHigh",45,"Female","No Kids","phd","full-time",87500,NA,7,0,"Large Town","Married",0,0,3,2,3,2,2,2,1,1,2,2,1,1,3,2,1,1,1,2,1,1,3,1,1,1,2,1,2,3,3,2,1,3,3,2,3,2,2,2,3,3,3,3,3,3,1,"no","no",2.4,1.467,2.15,2.6
"Canada",0.92,"VeryHigh",45,"Male","Yes Kids","ltuni","full-time",25000,"selfemplyed renovator",23,0,"Rural/Country","Separated",0,2,5,2,4,1,1,3,1,4,1,4,5,5,3,2,3,5,2,2,1,5,5,3,3,5,1,1,4,3,4,1,2,5,4,1,5,5,5,4,5,5,3,3,3,3,2,"yes","yes",2.6,3.067,3.55,2.8
"Canada",0.92,"VeryHigh",24,"Female","No Kids","ltuni","full-time",35000,"Accounting",1,0,"Medium-Sized","Married",0,0,2,3,3,3,3,1,1,1,3,2,3,2,3,3,3,1,2,1,1,2,3,1,1,1,2,3,3,2,2,1,2,3,1,1,3,2,2,2,3,3,4,4,4,4,4,"yes","no",2.8,1.933,2.05,4
"Canada",0.92,"VeryHigh",32,"Male","No Kids","deg","full-time",87500,NA,2,7,"Village","Married",0,0,4,4,4,3,3,1,1,2,2,3,4,4,3,3,3,1,1,1,2,4,4,1,2,5,4,2,3,4,4,2,2,4,1,1,4,3,2,5,4,2,4,4,4,4,4,"yes","yes",3.6,2.333,2.95,4
"Canada",0.92,"VeryHigh",24,"Male","No Kids","high","full-time",25000,NA,5,0,"Large-City","Single",0,0,3,3,3,2,2,2,1,2,1,3,5,4,4,4,3,4,1,3,1,4,4,2,2,4,4,2,4,3,3,3,3,3,3,3,5,3,3,3,4,4,3,3,4,3,2,"yes","yes",2.6,2.8,3.25,3
"Canada",0.92,"VeryHigh",28,"Female","No Kids","deg","student",NA,NA,0,0,"Large-City","Single",0,0,4,5,2,2,3,2,2,2,2,3,5,4,4,3,5,3,3,2,2,5,5,2,2,3,3,2,2,3,5,2,2,5,2,2,4,3,3,4,3,3,3,3,4,4,2,"yes","yes",3.2,3.133,3,3.2
"Canada",0.92,"VeryHigh",23,"Female","No Kids","deg","student",25000,NA,1,0,"Large-City","Married",0,0,4,4,4,4,4,4,5,4,5,5,2,4,5,5,5,5,5,5,5,4,4,3,5,2,5,5,4,5,5,5,4,4,4,4,4,4,4,5,4,3,4,4,3,4,3,"yes","yes",4,4.533,4.15,3.6
"Canada",0.92,"VeryHigh",32,"Female","No Kids","deg","full-time",25000,NA,2,0,"Large Town","Divorced",0,0,4,5,4,4,4,2,1,2,2,4,5,2,4,1,5,5,1,4,1,2,5,4,3,1,4,5,4,5,5,1,2,4,4,4,4,5,5,5,5,5,3,3,3,1,1,"yes","no",4.2,2.733,4,2.2
"Canada",0.92,"VeryHigh",20,"Male","No Kids","high","student",10000,"Residence Don",1,0,"Large-City","Single",0,0,5,2,4,5,5,2,4,3,5,5,5,5,2,4,5,5,5,5,4,3,5,4,1,4,4,3,5,4,5,5,2,5,2,3,4,3,4,5,5,4,5,5,5,5,4,"yes","yes",4.2,4.133,3.85,4.8
"Canada",0.92,"VeryHigh",55,"Male","Yes Kids","deg","full-time",87500,"engineer",2,4,"Large-City","Married",2,1,4,3,2,2,2,2,2,4,3,2,4,4,3,2,2,2,3,4,2,3,2,1,2,2,1,1,2,2,2,2,2,3,4,2,3,4,4,2,3,2,4,4,4,4,4,"yes","yes",2.6,2.8,2.3,4
"Canada",0.92,"VeryHigh",38,"Female","Yes Kids","ma","full-time",87500,"Self Employed",0,8,"Large-City","Married",1,1,4,4,3,3,3,3,4,4,5,3,3,4,3,2,3,4,4,4,3,4,4,3,3,3,4,3,4,3,3,4,4,3,4,5,4,4,4,2,3,1,3,3,3,4,4,"yes","no",3.4,3.533,3.4,3.4
"Canada",0.92,"VeryHigh",28,"Male","No Kids","deg","full-time",35000,"Editor",2,0,"Small City","Single",0,0,3,1,2,1,1,2,2,5,3,1,4,3,2,1,2,5,2,2,2,2,2,1,3,5,1,2,3,2,3,1,4,3,4,3,3,5,4,2,3,3,3,5,3,3,1,"yes","yes",1.6,2.533,2.85,3
"Canada",0.92,"VeryHigh",22,"Female","No Kids","ltuni","student",15000,NA,0,0,"Large-City","Single",0,0,3,4,2,2,2,1,1,5,2,1,1,3,5,1,4,4,3,4,1,3,3,1,4,5,5,5,3,4,5,1,3,5,1,4,5,5,5,5,4,5,3,4,3,3,2,"yes","yes",2.6,2.6,3.9,3
"Canada",0.92,"VeryHigh",68,"Male","Yes Kids","deg","full-time",87500,"President",30,0,"Medium-Sized","Married",1,2,2,2,3,1,1,3,1,1,1,2,3,3,2,1,2,1,2,3,1,2,3,1,1,2,2,2,2,3,3,1,5,3,3,2,3,3,2,3,3,3,3,3,3,3,3,"yes","yes",1.8,1.867,2.5,3
"Canada",0.92,"VeryHigh",28,"Female","No Kids","ma","full-time",45000,"Program Manager and Acting Director",1,4,"Large-City","Single",0,0,5,5,5,3,3,1,5,5,1,4,2,4,4,2,4,4,5,4,1,2,4,3,5,5,1,4,4,5,5,5,5,5,2,4,4,4,4,4,5,5,3,4,5,4,5,"yes","no",4.2,3.2,4.15,4.2
"Canada",0.92,"VeryHigh",24,"Female","No Kids","deg","full-time",45000,"pathology",4,0,"Medium-Sized","Married",0,0,5,4,4,3,3,2,2,5,3,4,2,5,5,3,5,3,2,3,1,2,4,1,3,1,3,3,4,4,4,3,4,4,2,3,5,3,4,5,5,5,4,4,2,2,2,"yes","yes",3.8,3.133,3.5,2.8
"Canada",0.92,"VeryHigh",19,"Female","No Kids","high","",NA,NA,0,0,"Large-City","",0,0,3,2,2,2,2,2,1,3,3,5,5,5,4,5,5,4,3,3,3,2,3,3,2,5,4,4,3,2,5,2,4,5,3,2,5,2,2,5,5,5,2,4,3,3,1,"yes","yes",2.2,3.533,3.55,2.6
"Canada",0.92,"VeryHigh",32,"Male","Yes Kids","phd","student",25000,NA,4,2,"Large-City","Married",1,0,3,3,4,3,3,1,1,2,3,3,4,3,3,4,3,3,3,3,2,3,3,1,2,3,2,2,3,3,4,2,3,4,1,2,4,3,3,3,4,3,2,3,2,3,2,"yes","yes",3.2,2.733,2.75,2.4
"Canada",0.92,"VeryHigh",25,"Male","Yes Kids","dip","full-time",150000,"pro poker player /   website owner",3,0,"Medium-Sized","Married",0,1,4,5,3,3,3,1,4,5,5,5,4,5,5,5,5,4,5,3,4,5,5,2,2,5,4,5,5,4,5,2,5,5,1,4,4,4,4,5,5,5,4,3,3,4,2,"yes","yes",3.6,4.333,4.05,3.2
"Canada",0.92,"VeryHigh",55,"Male","Yes Kids","phd","full-time",250000,"VP Scientific Affairs / pharmaceutical c",3,4,"Large-City","Married",0,2,3,2,2,1,2,1,2,1,3,2,2,1,5,1,3,1,3,1,4,2,2,2,2,5,1,3,3,2,2,2,2,2,2,3,2,2,2,3,1,1,4,4,4,5,5,"no","no",2,2.133,2.2,4.4
"Canada",0.92,"VeryHigh",55,"Male","No Kids","ma","full-time",150000,NA,0,0,"Village","Single",0,0,1,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,5,1,1,1,1,2,1,1,1,2,1,4,1,2,1,1,5,5,5,5,5,"no","no",1,1.4,1.6,5
"Canada",0.92,"VeryHigh",21,"Female","No Kids","ltuni","student",NA,NA,0,0,"Medium-Sized","Married",0,0,3,4,2,3,3,2,2,4,3,2,2,3,4,3,3,2,4,3,2,2,3,2,3,3,4,3,3,4,3,2,3,4,3,3,4,4,3,4,2,3,4,5,4,4,4,"yes","no",3,2.733,3.15,4.2
"Canada",0.92,"VeryHigh",32,"Female","No Kids","deg","full-time",35000,NA,8,0,"Village","Single",0,0,3,4,4,3,3,3,2,4,3,3,5,3,3,3,3,5,4,4,4,4,4,3,4,1,3,2,3,4,4,5,3,4,3,3,3,4,4,4,4,5,3,3,3,2,3,"yes","no",3.4,3.533,3.5,2.8
"Canada",0.92,"VeryHigh",25,"Male","No Kids","deg","full-time",67500,"Attorney",0,11,"Large-City","Single",0,0,1,1,1,1,1,1,1,5,4,2,1,4,5,1,2,5,3,4,4,3,4,1,1,4,1,1,3,1,4,5,4,4,2,2,4,5,5,2,4,4,4,5,4,5,5,"yes","yes",1,3,3.05,4.6
"Canada",0.92,"VeryHigh",55,"Female","Yes Kids","ma","part-time",55000,NA,NA,0,"Village","Married",1,0,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,3,4,4,4,4,"no","no",1.4,1.267,1.25,3.8
"Canada",0.92,"VeryHigh",38,"Female","Yes Kids","ltuni","unemployed",10000,NA,0,8,"Small Town","Married",3,1,1,2,1,1,1,3,1,1,1,1,1,2,2,1,1,3,1,3,1,2,3,1,1,2,1,2,3,1,3,1,2,3,2,2,3,2,1,1,3,3,3,1,2,3,3,"no","no",1.2,1.6,2,2.4
"Canada",0.92,"VeryHigh",45,"Male","Yes Kids","grade","student",15000,NA,6,0,"Village","Married",0,1,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,4,5,3,4,5,5,1,5,3,2,3,4,4,5,5,4,5,3,3,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.6,4.6,4.1,1
"Canada",0.92,"VeryHigh",24,"Female","No Kids","deg","student",10000,NA,0,0,"Village","Single",0,0,4,3,5,2,2,1,5,5,5,4,4,5,5,5,5,1,5,5,5,2,4,1,3,5,4,1,2,2,4,4,1,5,1,1,5,1,1,4,2,5,3,4,4,4,4,"yes","yes",3.2,4.133,2.8,3.8
"Canada",0.92,"VeryHigh",55,"Male","No Kids","phd","full-time",150000,"Manager - Analytical and Environmental S",3,0,"Large-City","Married",0,0,2,1,1,1,1,1,1,1,3,2,1,1,2,1,3,2,1,1,1,1,3,1,1,1,5,1,1,1,1,1,3,2,1,1,1,1,1,3,1,2,4,4,4,4,4,"no","no",1.2,1.467,1.6,4
"Canada",0.92,"VeryHigh",45,"Male","No Kids","phd","full-time",87500,NA,5,9,"Small Town","Single",0,0,4,3,3,2,2,1,2,3,5,2,1,3,3,2,3,3,2,1,2,1,3,2,4,2,1,2,2,3,4,4,3,4,1,2,3,4,3,4,4,2,3,3,3,3,2,"yes","no",2.8,2.267,2.85,2.8
"Canada",0.92,"VeryHigh",32,"Female","No Kids","deg","full-time",45000,NA,3,6,"Village","Single",0,0,4,3,4,3,2,1,4,4,5,4,5,5,4,3,5,2,5,5,5,3,3,3,4,5,5,4,3,4,4,5,5,3,1,5,4,4,4,4,3,4,3,3,2,3,3,"yes","yes",3.2,4,3.85,2.8
"Canada",0.92,"VeryHigh",55,"Male","No Kids","phd","full-time",250000,NA,0,0,"Small Town","Married",0,0,5,4,3,5,4,1,2,5,4,5,5,1,4,5,5,5,2,5,1,5,5,3,4,1,4,4,5,3,4,1,5,1,5,4,3,4,3,4,3,5,3,5,2,4,4,"yes","no",4.2,3.667,3.55,3.6
"Canada",0.92,"VeryHigh",68,"Male","Yes Kids","ma","retired",55000,NA,0,0,"Small Town","Married",4,0,4,4,4,4,4,2,2,3,4,3,2,2,2,3,4,2,2,3,3,4,3,2,2,1,5,1,3,4,2,4,4,4,4,4,2,5,3,1,2,1,2,3,2,4,1,"yes","no",4,2.733,2.85,2.4
"Canada",0.92,"VeryHigh",68,"Female","Yes Kids","ltuni","retired",87500,NA,0,0,"Small City","Married",1,0,3,2,3,3,3,1,1,3,2,2,1,2,4,3,4,5,3,2,1,1,5,1,5,2,1,1,5,4,4,5,5,3,2,4,4,1,1,4,3,3,2,4,2,4,3,"yes","no",2.8,2.333,3.15,3
"Canada",0.92,"VeryHigh",45,"Female","No Kids","dip","full-time",55000,NA,0,0,"Village","Divorced",0,0,3,2,2,2,2,1,1,3,1,1,5,1,2,2,1,1,1,3,1,1,3,4,2,2,3,1,3,3,1,1,2,2,1,3,2,1,1,4,2,2,4,4,4,4,4,"no","no",2.2,1.667,2.15,4
"Canada",0.92,"VeryHigh",38,"Female","Yes Kids","dip","unemployed",NA,NA,8,0,"Small Town","Married",1,1,4,4,4,4,4,3,2,3,3,4,4,4,4,5,5,3,3,4,3,4,4,1,4,1,5,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,3,1,"yes","yes",4,3.6,3.65,2
"Canada",0.92,"VeryHigh",22,"Male","No Kids","ltuni","student",15000,NA,2,0,"Large-City","Single",0,0,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1,"yes","yes",1,2.867,3,1
"Canada",0.92,"VeryHigh",45,"Female","Yes Kids","deg","full-time",55000,NA,23,0,"Large-City","Married",0,2,2,3,4,2,2,1,1,1,1,2,1,2,3,5,2,4,1,2,1,2,2,1,1,2,2,2,2,3,2,1,1,2,4,4,2,3,3,2,3,2,3,3,3,3,2,"no","no",2.6,1.933,2.2,2.8
"Canada",0.92,"VeryHigh",45,"Female","Yes Kids","deg","full-time",87500,NA,5,0,"Large Town","Married",0,1,4,4,3,3,3,5,3,5,5,5,5,3,5,3,5,2,2,2,4,5,5,3,4,5,3,3,5,3,5,3,5,4,5,4,4,5,5,5,5,4,3,3,3,2,2,"yes","yes",3.4,3.933,4.25,2.6
"Canada",0.92,"VeryHigh",55,"Male","Yes Kids","phd","full-time",87500,NA,9,0,"Large-City","Married",1,1,4,4,4,4,4,3,2,5,5,5,5,5,3,5,5,5,5,5,2,5,5,3,4,3,4,2,5,4,5,2,3,5,5,4,5,5,4,5,5,4,2,2,2,4,2,"yes","yes",4,4.333,4.1,2.4
"Canada",0.92,"VeryHigh",45,"Male","Yes Kids","ltuni","full-time",35000,NA,13,0,"Small Town","Married",0,2,4,4,3,3,3,1,1,5,1,4,5,4,1,2,5,1,1,1,1,1,4,1,1,2,2,1,5,3,5,1,1,2,1,3,5,2,2,4,5,4,3,4,2,3,2,"yes","yes",3.4,2.267,2.7,2.8
"Canada",0.92,"VeryHigh",25,"Female","No Kids","ma","student",15000,NA,0,6,"Large-City","Single",0,0,4,2,2,2,2,1,2,2,4,2,2,5,4,3,4,1,3,2,2,3,4,2,2,5,4,3,2,3,4,2,4,5,1,2,5,4,3,3,5,4,4,4,4,4,4,"yes","yes",2.4,2.667,3.35,4
"Canada",0.92,"VeryHigh",21,"Female","No Kids","ltuni","student",15000,NA,0,1,"Village","Single",0,0,2,2,2,2,2,1,2,4,3,3,3,4,3,3,3,4,4,4,3,2,3,2,3,4,2,1,3,2,3,2,3,3,1,1,3,2,2,3,3,3,3,3,2,3,2,"yes","no",2,3.067,2.45,2.6
"Canada",0.92,"VeryHigh",55,"Male","No Kids","deg","full-time",87500,"Systems Programmer/Analyst",2,0,"Large-City","Single",0,0,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,3,2,1,1,1,1,2,1,1,3,1,1,3,3,2,2,3,4,3,1,2,5,4,4,4,4,"no","no",1.8,1.667,1.9,4.2
"Canada",0.92,"VeryHigh",28,"Male","No Kids","dip","full-time",25000,"Graphic Designer",4,0,"Large-City","Single",0,0,2,3,2,2,2,2,1,3,2,3,1,2,2,3,3,1,3,4,1,2,2,1,3,3,1,2,2,2,4,1,3,3,2,3,3,2,1,3,3,4,3,4,4,3,5,"yes","yes",2.2,2.2,2.4,3.8
"Canada",0.92,"VeryHigh",55,"Female","No Kids","ma","full-time",87500,NA,9,10,"Village","Married",0,0,3,2,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,3,2,4,4,4,4,4,"no","no",2.2,2,2.2,4
"Canada",0.92,"VeryHigh",23,"Female","No Kids","deg","student",10000,NA,6,0,"Large-City","Single",0,0,4,4,4,3,3,2,2,2,4,4,5,3,4,3,3,2,4,3,3,3,3,3,3,4,3,3,3,4,4,2,3,4,3,3,4,4,3,4,4,4,2,3,2,3,2,"yes","no",3.6,3.133,3.4,2.4
"Canada",0.92,"VeryHigh",19,"Female","No Kids","lthigh","part-time",NA,NA,0,9,"Small Town","Single",0,0,5,5,2,3,3,3,1,2,4,3,5,3,3,1,1,1,3,1,3,3,5,1,1,4,2,1,5,1,2,2,1,3,1,1,3,1,2,4,5,4,5,5,4,3,1,"yes","yes",3.6,2.467,2.45,3.6
"Canada",0.92,"VeryHigh",23,"Female","No Kids","ma","student",10000,NA,0,6,"Large Town","Single",0,0,5,2,4,2,2,2,3,5,5,1,1,1,1,1,1,4,4,5,5,3,4,1,2,5,1,1,2,2,5,1,2,5,4,2,1,5,5,4,5,4,3,4,5,3,3,"yes","no",3,2.8,3.05,3.6
"Canada",0.92,"VeryHigh",28,"Female","No Kids","deg","full-time",45000,"Research Scientist",3,6,"Large-City","Single",0,0,1,1,1,1,1,2,2,1,3,2,4,3,3,1,4,2,2,2,4,1,5,1,1,5,4,3,2,3,5,1,3,5,1,3,4,5,3,2,4,2,2,5,4,4,5,"yes","yes",1,2.4,3.1,4
"Canada",0.92,"VeryHigh",19,"Female","No Kids","ltuni","student",10000,NA,13,11,"","",0,0,5,5,5,5,5,1,4,2,4,5,5,5,5,5,5,3,5,5,5,5,5,2,4,5,4,4,5,3,5,5,4,5,2,2,5,2,3,5,5,5,2,4,4,3,3,"yes","yes",5,4.267,4,3.2
"Canada",0.92,"VeryHigh",32,"Female","No Kids","deg","full-time",NA,"Marketing",1,1,"Large-City","",0,0,4,4,4,3,3,1,1,1,4,3,1,1,3,2,4,5,1,4,1,4,4,4,4,3,5,5,5,5,4,1,3,5,1,5,4,5,5,5,5,5,2,3,3,2,1,"yes","no",3.6,2.4,4.15,2.2
"Canada",0.92,"VeryHigh",19,"Male","No Kids","high","student",10000,"Driver",0,1,"Large-City","Single",0,0,2,1,1,2,3,2,2,2,4,2,2,4,3,2,4,3,2,3,3,3,2,1,2,3,3,2,1,3,2,2,3,3,2,2,4,3,2,3,3,2,3,4,3,2,3,"yes","yes",1.8,2.733,2.4,3
"Canada",0.92,"VeryHigh",38,"Female","No Kids","phd","full-time",NA,NA,0,0,"Small City","Single",0,0,4,4,3,1,1,1,2,2,4,2,1,4,4,2,3,2,3,2,4,2,4,1,1,1,3,1,3,3,3,2,4,4,2,2,3,2,3,4,3,4,3,3,3,4,4,"yes","no",2.6,2.533,2.65,3.4
